Perspective,Prediction,Actual,Input
SUGGESTION,"[""blemending doctor'sortha dermatologist.""]",It is suggested to go see a doctor if you suspect of bad kidneys.,"[['If your urine is darker.and you have lower pain in back. But if you need see a doc.', ""If your urine has a strange color or is cloudy frequently there might be a problem.  If it is a green or bluish tint then that means there's too much uric acid that could crystalize into a stone.  The predominance of uric acid can also be caused by the liver.  If you have mono (mono stays in the body for 7 years) then that could cause the discoloration.  Also if you eat or drink things with a lot of blue or green pigment added.\n   If your urine is the color of apple-juice or has a lot of red, then there could be blood and that could indicat a stone or an infection.\n   The kidneys are located in the mid back under the rib-cage.  The ureters (the tubes that carry urine to the bladder) run down through the lower back.  You back pain could be due to aching muscles and are not necesarily due to the kidneys.  \n   The best thing to do is see your doctor about it.""]]"
INFORMATION,['For informationalstasiie information'],"Bullous pemphigoid (BP) is described as a chronic skin condition characterized by the formation of blisters. The severity of BP can range from mildly itchy welts to severe blisters with the potential for infection. This condition may impact a small localized area of the body or be more widespread. While the majority of individuals affected are elderly, cases have been observed across all age groups. Contrary to the statement, it is essential to note that bullous pemphigoid is not a type of herpes.","[['Bullous pemphigoid (BP) is a chronic blistering of the skin. It ranges from mildly itchy welts to severe blisters and infection, and may affect a small area of the body or be widespread. The vast majority of those affected are elderly, but it has been seen at all ages', 'It is a type of Herpes.\n\nFor more info, check out this site.']]"
INFORMATION,['theelimadosor an A1c'],"For information purposes, addiction is described as a compulsive dependence on substances or behaviors that are psychologically or physically habit-forming, characterized by tolerance and withdrawal symptoms. The central element of addiction lies in the uncontrollable, compulsive craving, seeking, and use of the substance or behavior, even when faced with adverse health and social consequences. Contrary to the misconception that addicts can quit through sheer willpower. Addiction is an illness necessitating biomedical treatment due to alterations in the brain caused by substance or behavioral abuse. Scientists and physicians agree that while individuals may exert control over use and abuse, addiction presents a distinct challenge, often prompting individuals to sacrifice important aspects of their lives in the pursuit of satisfying their addiction.","[[""I'm with Scorpio on this one.  Addiction is defined as the compulsive need for and use of something that is psychologically or physically habit-forming, characterized by tolerance and by well-defined physiological symptoms upon withdrawal; Being abnormally tolerant to and dependent upon a habit forming substance (such as the endorphins caused by throwing up, or the habit forming behavior of bingeing and the fear of gaining weight that leads to purging/laxatives/exercise in bulimia).\n\nWhat matters most is whether or not the substance or behavior causes what we now know to be the essence of addiction: uncontrollable, compulsive drug craving, seeking, and use, even in the face of negative health and social consequences.\n\nAddicts are trapped in their behaviors and cannot simply quit on their own. They have an illness that requires biomedical treatment. People often assume that because addiction begins with a voluntary behavior and is expressed in the form of excess behavior, an addict should just be able to quit by force of will alone. However, it is essential to understand when dealing with addicts that we are dealing with individuals whose brains have been altered by alcohol, drug or behavioral abuse. They need addiction treatment.\n\nToday, scientists and physicians overwhelmingly agree that while use and even abuse of drugs such as alcohol and cocaine is a behavior over which the individual exerts control, addiction to these substances is something different. Scientists have begun to understand why addicted people may sacrifice everything that's important to them -- their jobs, their families, their homes -- in the quest for a fix.\n\nBest,\n\n`k."", 'I happen to agree with your friend. I\'ve had my share of both bulimia and other addictions, and I classify all of them as ""coping mechanisms"" and ""distraction tools"". The only obvious difference between Bulimia Nervosa and a Heroin addiction is the physical addiction related to Heroin. The psychological factors are the same, it\'s simply a way to cope.']]"
EXPERIENCE,['You may beedosoil be itchy pimpleseu'],"In users expereince, one individual, having experienced both bulimia and other addictions, categorizes them all as ""coping mechanisms"" and ""distraction tools."" Drawing a parallel between Bulimia Nervosa and a heroin addiction, the individual notes that the primary distinction lies in the physical addiction associated with heroin. However, the psychological factors driving both behaviors are considered similar, suggesting that both are ways to cope with underlying issues.","[[""I'm with Scorpio on this one.  Addiction is defined as the compulsive need for and use of something that is psychologically or physically habit-forming, characterized by tolerance and by well-defined physiological symptoms upon withdrawal; Being abnormally tolerant to and dependent upon a habit forming substance (such as the endorphins caused by throwing up, or the habit forming behavior of bingeing and the fear of gaining weight that leads to purging/laxatives/exercise in bulimia).\n\nWhat matters most is whether or not the substance or behavior causes what we now know to be the essence of addiction: uncontrollable, compulsive drug craving, seeking, and use, even in the face of negative health and social consequences.\n\nAddicts are trapped in their behaviors and cannot simply quit on their own. They have an illness that requires biomedical treatment. People often assume that because addiction begins with a voluntary behavior and is expressed in the form of excess behavior, an addict should just be able to quit by force of will alone. However, it is essential to understand when dealing with addicts that we are dealing with individuals whose brains have been altered by alcohol, drug or behavioral abuse. They need addiction treatment.\n\nToday, scientists and physicians overwhelmingly agree that while use and even abuse of drugs such as alcohol and cocaine is a behavior over which the individual exerts control, addiction to these substances is something different. Scientists have begun to understand why addicted people may sacrifice everything that's important to them -- their jobs, their families, their homes -- in the quest for a fix.\n\nBest,\n\n`k."", 'I happen to agree with your friend. I\'ve had my share of both bulimia and other addictions, and I classify all of them as ""coping mechanisms"" and ""distraction tools"". The only obvious difference between Bulimia Nervosa and a Heroin addiction is the physical addiction related to Heroin. The psychological factors are the same, it\'s simply a way to cope.']]"
QUESTION,['a asirhives'],Follow up questions were asked if the inquirer is eating and drinking water.,"[['Ask your doctor.  Are you eating ??  Drinking water ??', 'You should call your M.D. - you should also put more fiber in your diet, drink more water and eat fruits and veggies(apples and mango are great for this)']]"
SUGGESTION,['noeyalot of usalot!'],"It is suggested to consult with a doctor for personalized advice on the matter. Additionally, incorporating more fiber into your diet, staying hydrated, and consuming fruits and vegetables, such as apples and mangoes, is recommended for potential relief. Seeking professional medical guidance is crucial, and these dietary adjustments are offered as general suggestions.","[['Ask your doctor.  Are you eating ??  Drinking water ??', 'You should call your M.D. - you should also put more fiber in your diet, drink more water and eat fruits and veggies(apples and mango are great for this)']]"
INFORMATION,['saikudoiechin up.'],Human papilloma virus (HPV) is a common sexually transmitted disease that can spread by contact. A condom can reduce the chances but it cant always protect one from contracting HPV. One can have HPV active on their skin without developing any warts.,"[[""HPV can be spread even without a condom.  Unfortunately there is no way to protect yourself 100% from HPV, although the risk is reduced if a condom is used.  HPV can be active in the skin, even though there are no warts present.  This means that you (or your partner) can have the virus and not even know it.  It stands to reason then, that HPV is one of the most common sexually transmitted infections.  My family doctor told me to just assume that everyone who has had more than 2 sexual partners in his/her lifetime has it.\n\nUPDATE: Based on later answers, I wanted to address mutual m*sterbation.  You CAN get HPV from mutual mast.  HPV warts can be microscopic, invisible to the naked eye.  If you touch your partner's genitals and then touch your own with the same hand, you have most likely just put the HPV virus on your own skin.  Whether or not you will develop warts/lesions is unpredictable.  Some people have HPV but never show any lesions."", 'Wearing a condom helps, but nothing is 100% safe.', 'Have you ever heard of mutual mas*u*b*t*on no-contact ??']]"
QUESTION,"[""the doctor'esticlearguy""]",In a followup query a person suggested no contact masturbation as a way to avoid spreading genital warts.,"[[""HPV can be spread even without a condom.  Unfortunately there is no way to protect yourself 100% from HPV, although the risk is reduced if a condom is used.  HPV can be active in the skin, even though there are no warts present.  This means that you (or your partner) can have the virus and not even know it.  It stands to reason then, that HPV is one of the most common sexually transmitted infections.  My family doctor told me to just assume that everyone who has had more than 2 sexual partners in his/her lifetime has it.\n\nUPDATE: Based on later answers, I wanted to address mutual m*sterbation.  You CAN get HPV from mutual mast.  HPV warts can be microscopic, invisible to the naked eye.  If you touch your partner's genitals and then touch your own with the same hand, you have most likely just put the HPV virus on your own skin.  Whether or not you will develop warts/lesions is unpredictable.  Some people have HPV but never show any lesions."", 'Wearing a condom helps, but nothing is 100% safe.', 'Have you ever heard of mutual mas*u*b*t*on no-contact ??']]"
EXPERIENCE,"[""ad'simmovsexperioveltervulation.""]",As per doctor's advice it can be assumed that people with multiple sexual partners are at increased risk of contracting HPV.,"[[""HPV can be spread even without a condom.  Unfortunately there is no way to protect yourself 100% from HPV, although the risk is reduced if a condom is used.  HPV can be active in the skin, even though there are no warts present.  This means that you (or your partner) can have the virus and not even know it.  It stands to reason then, that HPV is one of the most common sexually transmitted infections.  My family doctor told me to just assume that everyone who has had more than 2 sexual partners in his/her lifetime has it.\n\nUPDATE: Based on later answers, I wanted to address mutual m*sterbation.  You CAN get HPV from mutual mast.  HPV warts can be microscopic, invisible to the naked eye.  If you touch your partner's genitals and then touch your own with the same hand, you have most likely just put the HPV virus on your own skin.  Whether or not you will develop warts/lesions is unpredictable.  Some people have HPV but never show any lesions."", 'Wearing a condom helps, but nothing is 100% safe.', 'Have you ever heard of mutual mas*u*b*t*on no-contact ??']]"
EXPERIENCE,"['This hashone hernialga hernia A hernidnia is nia is a is a condition in which is a condition in which occurs inguinalignit in which part of which part of the groinguinal part of the intestined hernia intestine bulge. It is inguinal bulges through s a herns through a weak area between the a weak spot inguinal area between the groin between layers of muscle near the abdomen and groe abdominal muscle near the thigh and groin the thigh. It is called groinguin. It is called ""ingu a Symptoms called ""inguinal"" because the a hernal"" because the intestinenia because the intestines push through the intestines push through a weak spot in the push through a weak spot in the inguinal the weak spot in the inguinal canal, triangle- the inguinal canal, which is shaped opening between layers of which is a triangle- between layers of the a triangle-shaped openings of abdominal muscle wall-shaped opening between layers of abdominal muscle near the opening between layers of abdominal muscle near the t layers of abdominal muscle near the groin of abdominal muscle near the groin. It is called the groin. It is called ""ingu . It is called ""inguinal"" It is called ""inguinal"" because the main treatment inguinal"" because the intestinal herna because the intestines push through the intestines pushes through intestines push through a weak spot in a through a weak spot in the in a weak spot inguinal the inguinal canal in the inguinal canal, which is aguinal canal, which is a triangle- , which is a triangle-shaped opening between layers of a-shaped opening between layers of abdominal muscle near the opening between layers of abdominal muscle near the gro and the abdominal muscle near the groin.']","In users experience, an individual shares a personal experience regarding the timing of taking birth control. While the usual routine is in the morning, occasional forgetfulness has led to taking it after work. The person notes that this schedule variation has not posed any issues for them with regard to birth control effectiveness.","[[""wow...you need to calm down.  Yea, you should try to take it at the same time everyday, or as close as possible.  i usually take mine in the am but sometimes i forget and have to take it after work.  hasn't ever beena prob for me.  use condoms also and you should be fine."", ""no you really shouldn't mess like this an hour either side of 5 is safe but to mess to much is asking for babies.""]]"
SUGGESTION,['Yes'],"It is suggested to maintain consistency in taking birth control at the same time every day or as close as possible for optimal effectiveness. Additionally, using condoms is recommended for added protection. While a one-hour difference on either side of the usual time is considered safe by one respondent, there is a caution against deviating too much from the recommended timeframe to minimize the risk of unintended pregnancies. Prioritizing regularity in birth control use is strongly emphasized.","[[""wow...you need to calm down.  Yea, you should try to take it at the same time everyday, or as close as possible.  i usually take mine in the am but sometimes i forget and have to take it after work.  hasn't ever beena prob for me.  use condoms also and you should be fine."", ""no you really shouldn't mess like this an hour either side of 5 is safe but to mess to much is asking for babies.""]]"
INFORMATION,['best answer one'],"For information purposes, the first statement advises against consuming Jello at night due to its high sugar and calorie content, while suggesting that eating oranges is a better choice as they are a fat-free fruit. The second statement questions this advice, pointing out that sugar-free Jello is a low-calorie option, and oranges, despite being low in calories, are questioned for being high in carbohydrates and potentially not suitable for consumption at night.","[['Well,Jello is probably a bad idea because it has alot of sugar and calories.But oranges are just a fat-free fruit,so eating oranges at night,or anytime of the day,is ok.', 'Sugar-free jello is fat, sugar and calorie free- so why not?  Oranges are pretty low cal.  I often eat a whole grapefruit as my late night snack before bed.', ""Oranges just before bed give me bad heartburn in the middle of the night.  Also, aren't oranges very high in carbohydrates and shouldn't be eaten at night?""]]"
EXPERIENCE,['It is amenasimido'],"In users experience, an individual eats a whole grapefruit as a late night snack. Another individual gets heartburn in the middle of the night after eating  oranges before bed.","[['Well,Jello is probably a bad idea because it has alot of sugar and calories.But oranges are just a fat-free fruit,so eating oranges at night,or anytime of the day,is ok.', 'Sugar-free jello is fat, sugar and calorie free- so why not?  Oranges are pretty low cal.  I often eat a whole grapefruit as my late night snack before bed.', ""Oranges just before bed give me bad heartburn in the middle of the night.  Also, aren't oranges very high in carbohydrates and shouldn't be eaten at night?""]]"
SUGGESTION,['Consider your limpi. Weigh yourself skinny.'],"It suggested to consider cough syrup with expectorant properties like Robitussin can help loosen phlegm, honey and lemon juice provide soothing relief, steam from a hot tub or shower with eucalyptus or menthol tablets can ease congestion. Mint teas are great for soothing and clearing airways. Incorporate cayenne, horseradish, garlic, and ginger in your diet to address sinus issues. Avoid smoking, change your sheets to minimize germ exposure, and stay warm and dry. Consistent use of cough syrup and ample hydration are key to recovery.","[['You needs a cough syrup that has expectorant(?) such as rubitussin to help loosen the phlegm.Also honey and lemon juice helps.', ""Careful with the expectorants, though they can be a great benefit, just don't overdo it. There's tons of over the counter ones. You can also sit in a hot tub, try for the sauna action with all the steam. To make that even better, they have these tablets you put in the bottom of your shower that are full of eucalyptus or mentholatum, and that breaks it up too, just ask at your local pharmacy. Mint teas help soothe and release, and cayenne, horseradish, garlic and ginger all have things that work up into the sinuses to help stop the phlegm from running down the back of your throat, so as much as you can stomache in soup, etc works wonders. Don't smoke while you're phlegmy. And change your sheets! Any germs you have are harbored there more than anywhere! Stay out of the cold damp as much as possible, and good luck! I hope you feel better!"", 'Regular doses of cough syrup and LOTS of liquids.']]"
INFORMATION,"[""I have'esi..""]","If not treated, it can take anywhere from 3 to 6 weeks also depending how severe it is.","[['Depending on the severity, up to 6 weeks time.', 'I pulled a hamstring last January, took 6 to 8 months to heal, then found out I also herniated a disc, which is now pressing on a nerve! Ouch! Still trying to treat. Good Luck!', ""Up to 3 weeks or more if not treated. what you should do is ice it every day for 10-15mins.rub into the tissue and don't do anything with it that would make it have to work hard.""]]"
SUGGESTION,['a time toeesoil be healthier way tolerate.'],"Apply ice to the affected area for 10-15 minutes each day massage the area, and avoid activities that strain the affected tissue.","[['Depending on the severity, up to 6 weeks time.', 'I pulled a hamstring last January, took 6 to 8 months to heal, then found out I also herniated a disc, which is now pressing on a nerve! Ouch! Still trying to treat. Good Luck!', ""Up to 3 weeks or more if not treated. what you should do is ice it every day for 10-15mins.rub into the tissue and don't do anything with it that would make it have to work hard.""]]"
EXPERIENCE,"[""Iemeaterirut can's. It could probally bind. It could probally if you if you ifly u eat eat enough of you eat enough of enough of it, it, it, it, it, it can make you can make you can make you constip""]","Last January one user injured their hamstring which took 6 to 8 months to heal. Later, they discovered this user had a herniated disc that is now pressing on a nerve.","[['Depending on the severity, up to 6 weeks time.', 'I pulled a hamstring last January, took 6 to 8 months to heal, then found out I also herniated a disc, which is now pressing on a nerve! Ouch! Still trying to treat. Good Luck!', ""Up to 3 weeks or more if not treated. what you should do is ice it every day for 10-15mins.rub into the tissue and don't do anything with it that would make it have to work hard.""]]"
QUESTION,['syas AIDS is AIDS is AIDS is -- a disease a disease a disease characterized by the destruction of the destruction of the destruction of the destruction of the human immune system of the human immune system of the immune system.'],"It is inquired if it is inside the vagina or outside, if they have checked with a mirror or if it is related to their cycle","[['It may be that you have a nerve that is just sensitive in that location. Is it inside your vagina or outside? Have you ever grabbed a mirror and checked it out?\n\nIs it related to your cycle at all?', 'if his dick is more than 7.5 in, dont allow him to fuck with ur legs open. close ur legs after he enter.']]"
CAUSE,['Itssemir as suggested'],It can be bad chess that causes your stomach to not feel good instead of you being allergic.,"[[""not all the time, it could be bad cheese. but you can go to an allergy doctor (i'm not sure what they're called) and get tested. all they do ispoke you witha piece of plastic and see if your allargic and if ur skin swells up."", 'I thing you are an allergic to that food because I understand that the pain start after you eat cheese so it means you have an allergy.Also I know that milk,and the product that has milk inside can make allergy 70% of people.My sister also have kind of thing like that.When she drink just little bit milk, she suddenly get stomache pains and  nausea so we have to take her hospital.The doctor told she has an allergy.\nYou have to see allergist.I hope you will feel better.', 'you should go to an allergist...']]"
EXPERIENCE,['For information'],"Milk and milk-containing products can cause allergies in about 70% of people. Drawing a parallel, an individual's sister experiences stomach pains and nausea after consuming even a small amount of milk, leading to a hospital visit where she was diagnosed with an allergy. The suggestion for the individual to see an allergist is made in the hope that seeking specialized medical advice will contribute to their well-being and potentially alleviate any allergy-related symptoms they may be experiencing.","[[""not all the time, it could be bad cheese. but you can go to an allergy doctor (i'm not sure what they're called) and get tested. all they do ispoke you witha piece of plastic and see if your allargic and if ur skin swells up."", 'I thing you are an allergic to that food because I understand that the pain start after you eat cheese so it means you have an allergy.Also I know that milk,and the product that has milk inside can make allergy 70% of people.My sister also have kind of thing like that.When she drink just little bit milk, she suddenly get stomache pains and  nausea so we have to take her hospital.The doctor told she has an allergy.\nYou have to see allergist.I hope you will feel better.', 'you should go to an allergist...']]"
SUGGESTION,"['summary sum up to summarizeeta NORVASIt the content of Caduealinclude. Amloet, asodipinet, a combniine bes combniation pill that is one ofniation pill that includes Norvascdation pill that includes Norvasc (amland includes Norvasc (amlodipinevac (amlodipine besc) and besine besylate) and Lipitr) and lipitor Lipitor (atorvastatin (ator (atorvastatin calcium']",It is suggested to go see an allergy doctor and get tested since they only poke you with a piece of plastic and see if your skins wells up.,"[[""not all the time, it could be bad cheese. but you can go to an allergy doctor (i'm not sure what they're called) and get tested. all they do ispoke you witha piece of plastic and see if your allargic and if ur skin swells up."", 'I thing you are an allergic to that food because I understand that the pain start after you eat cheese so it means you have an allergy.Also I know that milk,and the product that has milk inside can make allergy 70% of people.My sister also have kind of thing like that.When she drink just little bit milk, she suddenly get stomache pains and  nausea so we have to take her hospital.The doctor told she has an allergy.\nYou have to see allergist.I hope you will feel better.', 'you should go to an allergist...']]"
SUGGESTION,"[""I have'esosiivyem'""]",Using fade creams like Esoterica and Porcelana or skin bleaches can help with dark spots,"[['lick them', 'A fade cream such as Esoterica or Porcelana', 'Bleach']]"
INFORMATION,"['Yes, I. height tonone of course']","Regarding claiming disability with COPD, eligibility may depend on factors such as qualifying for oxygen therapy or having significantly impaired pulmonary function tests. To explore disability options, one should consult their primary doctor or pulmonologist, as they can provide the necessary information and fill out the required paperwork.","[['More than likely you can claim disability if you qualify for oxygen, or have extremely poor pulmonary function tests.  Your primary doctor or pulmonogist is the one has to fill out the paperwork, so they would be the ones with the answers.', 'It depends on the company you are using (disablity insurance). It is a disablity. You should ask your company.']]"
SUGGESTION,"['s<unk>udoblichesthirsobliecular chair, crunyclesheres, crunches, crunut, crunches, crunches, roman chair, roman chair lifts, roman chair, scissors, chair, scis chair, scissors, leg liftssss, leg lifts, etc., leg lifts, etc.']","Regarding claiming disability for COPD, it depends on the specific disability insurance company and their policies. It is advisable to inquire with the insurance company to determine if COPD qualifies for a disability claim.","[['More than likely you can claim disability if you qualify for oxygen, or have extremely poor pulmonary function tests.  Your primary doctor or pulmonogist is the one has to fill out the paperwork, so they would be the ones with the answers.', 'It depends on the company you are using (disablity insurance). It is a disablity. You should ask your company.']]"
INFORMATION,[': limesemullet it will stay indigestible'],Monosodium glutamate (MSG) and aspartame are generally considered bad for health because MSG is said to cause addiction and aspartame is considered a potential carcinogen.,"[['msg is addictive and aspartame is has been linked to cancer...', ""MSG is high in sodium, plus some people are allergic to it. Some people believe aspartame causes brain cancer. I don't believe any of it and drink an MSG/Aspartame smoothie for breakfast every morning.""]]"
INFORMATION,['Yes'],"In the context of the human body, ""gastric"" refers to the stomach. Therefore, a gastric ulcer is an ulcer located in the stomach, and a gastric tube is a tube inserted into the stomach, among other examples.","[['If you mean in terms of the human body, gastric means stomach.  So a gastric ulcer is an ulcer in the stomach, and a gastric tube is a tube inserted into the stomach, etc....']]"
INFORMATION,"[""summaryally'tonsoresess""]","You personally received a diagnosis of a heart murmur a few years ago, but when checked by a cardiologist, it was deemed not concerning. Many people, including healthy children and pregnant individuals, may have ""innocent"" heart murmurs that do not require treatment. Some heart murmurs, however, can indicate serious heart problems, such as valve issues or congenital defects. The heart murmur is an extra sound, like a whooshing, caused by irregular blood flow through the heart valves. It can be detected during routine physical examinations and, if necessary, further examination by a cardiologist. Symptoms may include chest pain, rapid heartbeat, breathlessness, fatigue, and bluish skin color in some cases. A heart murmur could also be associated with a hole in the heart. Thorough examination and appropriate tests help determine the cause of the heart murmur, and treatment may involve medication, surgery, or precautions against infections. The sound of a heart murmur is distinct from normal heart sounds and is audible through a stethoscope.","[['I personally was diagnosed with one a few years ago was sent to a cardiologist who said it was nothing to worry about it.  Since then, it was not detected when I had physicals.  I know many people who were diagnosed with them and they were nothing.\n\nHere\'s some info from webmd:\n\n\nIn particular, they occur in many healthy children, who may or may not outgrow them as adults. They may also occur during pregnancy. Such murmurs are called ""innocent"" heart murmurs. They are not associated with medical or heart conditions, and do not require treatment or lifestyle changes.\n\n\nThough many murmurs are innocent, some may indicate serious heart problems. For instance, heart murmurs may be caused by blood flowing through a heart valve made leaky or narrow by disease. Murmurs can also be caused by increased blood flow across a valve as a result of medical conditions such as anemia or hypothyroidism. Congenital cardiac defects (heart problems present at birth) can also cause heart murmurs. These often can be repaired with surgery.\n\nWithin the heart there are four chambers separated from each other by valves, or flaps, that regulate how much blood enters each chamber at any time. Healthy valves also help prevent blood from flowing in the wrong direction in your heart.\n\nA healthy heart makes a ""lub-dub"" sound as it beats. The ""lub"" (systolic sound) happens when part of the heart contracts and the mitral and tricuspid valves close, and the ""dub"" (diastolic sound) occurs when part of the heart relaxes and the aortic and pulmonic valves close. A heart murmur is an extra sound, such as a whooshing, in the heartbeat caused by irregular blood flow through the heart valves.\n\nHeart murmurs can be heard through a stethoscope and often are detected during routine physical examinations. On further examination, your doctor may find that the heart murmur is innocent. If your heart murmur is related to more serious heart problems, your doctor may refer you to a cardiologist (heart specialist). Medication or surgery may be recommended to treat the underlying problem. He or she may also suggest that you take extra precautions against getting a heart infection, such as by taking antibiotics when you have dental work or some surgeries. With thorough examination and proper tests, your doctor should be able to tell what causes your heart murmur.\n\nSymptoms\nMany people with heart murmurs experience no symptoms. However, some murmurs can occur in conjunction with these other symptoms:\n\n    * Chest pain\n    * Rapid heartbeat (palpitations)\n    * Breathlessness\n    * Fatigue\n    * Bluish skin color or fingertips (sometimes seen in babies with congenital heart defects)', 'it is a hole in the heart', 'murmur is the sound that appear when there is something that disturb the flow of blood when it pass through the valves of the heart', 'It\'s a sound made as blood flows over a heart valve. Normal heart sounds don\'t make the ""whoosh"" that a murmur does. Diseased heart valves make eddy currents and so the ""whoosh"" is audible in the doctor\'s stethescope.', 'http://en.wikipedia.org/wiki/Heart_murmur']]"
INFORMATION,['sastasoresooth the best to stop eating before bed rest your e'],"Excessive use of cold medications can disrupt sleep patterns, impacting the quality of rest.","[['home made chicken soup', ""Although it's a bit late now, the cheapest means of getting over a cold is a healthy diet, regular exercise, and a reduction of stress in your lifestyle. That's the best way to PREVENT the cold to begin with, making it the cheapest overall remedy.\n\nHere's something interesting: once you're showing the symptoms of a cold (sneezing, body aches, runny nose, etc.) you've already HAD the cold and your body is casting off the byproducts of the virus.\n\nAnd, because a cold is based in a virus, you don't really catch the same cold again. Your body adapts to that viral strain. If you catch another cold right after you just get over your last one, it's a new cold and you came down with it because your immune system was already depressed from the most recent one."", 'Chicken soup and Advil cold&Sinus...works wonderful and just het some rest', ""The least expensive is just plain rest and taking care of yourself.\n\nIf you've been taking a lot of cold meds, they can mess with your system and cause you to not sleep well.  If it's the stuffiness that keeps you from sleeping try a vaporizer to help clear your sinuses. (A crock pot set on low makes a good vaporizer.  Just be careful where you place it.)\n\nFor stuffiness and headaches, you can make a mixture of a couple tablespoons of olive oil and a few drops of lavender oil then massage around your eyes. (Don’t get real close to your eye.)  Placing a warm moist cloth over your eyes after the massage will also help."", 'Gargle with 3% H2O2 every hour until relieved.', 'An excellent remedy is ginger tea.Add a small tsp each of ginger pwd, fennel seeds pwd,cinnamon pwd and a pinch of clove pwd to a cup of boiled water and let it sit covered for 10 mts.Strain and drink.You can have this tea a couple of times a day.\nFor more natural remedies check the link below\nhttp://indiacuisine.blogspot.com/2006/01/natural-home-remedies-to-fight-common.html']]"
SUGGESTION,['a and ...'],"To alleviate a cold, prioritize a healthy lifestyle with a balanced diet, exercise, and stress reduction. Consider using Advil Cold & Sinus for symptom relief and ensure ample rest. For congestion, use a crockpot as a vaporizer, taking caution with placement. Address stuffiness and headaches by massaging a mixture of olive and lavender oil around the eyes, followed by a warm cloth. Gargle with 3% hydrogen peroxide hourly. Try ginger tea by infusing ginger, fennel seeds, cinnamon, and clove in boiled water; consume twice daily.","[['home made chicken soup', ""Although it's a bit late now, the cheapest means of getting over a cold is a healthy diet, regular exercise, and a reduction of stress in your lifestyle. That's the best way to PREVENT the cold to begin with, making it the cheapest overall remedy.\n\nHere's something interesting: once you're showing the symptoms of a cold (sneezing, body aches, runny nose, etc.) you've already HAD the cold and your body is casting off the byproducts of the virus.\n\nAnd, because a cold is based in a virus, you don't really catch the same cold again. Your body adapts to that viral strain. If you catch another cold right after you just get over your last one, it's a new cold and you came down with it because your immune system was already depressed from the most recent one."", 'Chicken soup and Advil cold&Sinus...works wonderful and just het some rest', ""The least expensive is just plain rest and taking care of yourself.\n\nIf you've been taking a lot of cold meds, they can mess with your system and cause you to not sleep well.  If it's the stuffiness that keeps you from sleeping try a vaporizer to help clear your sinuses. (A crock pot set on low makes a good vaporizer.  Just be careful where you place it.)\n\nFor stuffiness and headaches, you can make a mixture of a couple tablespoons of olive oil and a few drops of lavender oil then massage around your eyes. (Don’t get real close to your eye.)  Placing a warm moist cloth over your eyes after the massage will also help."", 'Gargle with 3% H2O2 every hour until relieved.', 'An excellent remedy is ginger tea.Add a small tsp each of ginger pwd, fennel seeds pwd,cinnamon pwd and a pinch of clove pwd to a cup of boiled water and let it sit covered for 10 mts.Strain and drink.You can have this tea a couple of times a day.\nFor more natural remedies check the link below\nhttp://indiacuisine.blogspot.com/2006/01/natural-home-remedies-to-fight-common.html']]"
